model_group,config_id,variant,label,status,model,precision,framework,image,commit,isl,osl,conc,tp,ep,dp_attention,num_prompts,total_token_throughput,output_throughput,tput_per_gpu,output_tput_per_gpu,input_tput_per_gpu,mean_ttft_ms,mean_tpot_ms
glm5_atom,1k1k_c16,new,glm5_fp8_1k1k_c16_new,success,zai-org/GLM-5-FP8,fp8,atom,rocm/atom:rocm7.2.2_ubuntu24.04_py3.12_pytorch_release_2.10.0_atom0.1.2.post,03ca7e62,1024,1024,16,8,1,false,48,1370.09653816023,684.5699696129644,171.26206727002875,85.57124620162055,85.6908210684082,221.58051457760544,21.662947393882526
glm5_atom,1k1k_c16,old,glm5_fp8_1k1k_c16_old,success,zai-org/GLM-5-FP8,fp8,sglang,rocm/sgl-dev:v0.5.8.post1-rocm720-mi35x-20260219,f3d0fc5bd7b148daad4e16a7ae79cbf762e9e278,1024,1024,16,8,1,false,48,445.5504292328943,222.61967336299875,55.69380365411179,27.827459170374844,27.866344483736945,1660.7201551693531,65.72295817659084
glm5_atom,1k1k_c1,new,glm5_fp8_1k1k_c1_new,success,zai-org/GLM-5-FP8,fp8,atom,rocm/atom:rocm7.2.2_ubuntu24.04_py3.12_pytorch_release_2.10.0_atom0.1.2.post,03ca7e62,1024,1024,1,8,1,false,3,115.51704959783586,58.95338909174267,14.439631199729483,7.369173636467834,7.070457563261649,95.24153731763363,16.878512186759174
glm5_atom,1k1k_c1,old,glm5_fp8_1k1k_c1_old,success,zai-org/GLM-5-FP8,fp8,sglang,rocm/sgl-dev:v0.5.8.post1-rocm720-mi35x-20260219,f3d0fc5bd7b148daad4e16a7ae79cbf762e9e278,1024,1024,1,8,1,false,3,34.740694947761476,17.729691969308146,4.3425868684701845,2.216211496163518,2.1263753723066663,682.3535826600468,55.55967108061603
glm5_atom,1k1k_c2,new,glm5_fp8_1k1k_c2_new,success,zai-org/GLM-5-FP8,fp8,atom,rocm/atom:rocm7.2.2_ubuntu24.04_py3.12_pytorch_release_2.10.0_atom0.1.2.post,03ca7e62,1024,1024,2,8,1,false,6,235.9637483378199,112.97971868514037,29.49546854222749,14.122464835642546,15.373003706584942,125.35476564274481,17.276802156366408
glm5_atom,1k1k_c2,old,glm5_fp8_1k1k_c2_old,success,zai-org/GLM-5-FP8,fp8,sglang,rocm/sgl-dev:v0.5.8.post1-rocm720-mi35x-20260219,f3d0fc5bd7b148daad4e16a7ae79cbf762e9e278,1024,1024,2,8,1,false,6,73.46743430062642,35.176293469963674,9.183429287578303,4.397036683745459,4.7863926038328435,967.6346946507692,54.896190581054874
glm5_atom,1k1k_c4,new,glm5_fp8_1k1k_c4_new,success,zai-org/GLM-5-FP8,fp8,atom,rocm/atom:rocm7.2.2_ubuntu24.04_py3.12_pytorch_release_2.10.0_atom0.1.2.post,03ca7e62,1024,1024,4,8,1,false,12,434.2640262539532,218.1096849011873,54.28300328174415,27.263710612648413,27.019292669095737,138.64790641431077,17.65708931667156
glm5_atom,1k1k_c4,old,glm5_fp8_1k1k_c4_old,success,zai-org/GLM-5-FP8,fp8,sglang,rocm/sgl-dev:v0.5.8.post1-rocm720-mi35x-20260219,f3d0fc5bd7b148daad4e16a7ae79cbf762e9e278,1024,1024,4,8,1,false,12,128.36467502420436,64.47132879848496,16.045584378025545,8.05891609981062,7.986668278214925,1049.2330019042129,59.245912026392155
glm5_atom,1k1k_c8,new,glm5_fp8_1k1k_c8_new,success,zai-org/GLM-5-FP8,fp8,atom,rocm/atom:rocm7.2.2_ubuntu24.04_py3.12_pytorch_release_2.10.0_atom0.1.2.post,03ca7e62,1024,1024,8,8,1,false,24,751.2170548567177,379.47189077905455,93.90213185708971,47.43398634738182,46.468145509707895,165.55752550872663,19.55475436586557
glm5_atom,1k1k_c8,old,glm5_fp8_1k1k_c8_old,success,zai-org/GLM-5-FP8,fp8,sglang,rocm/sgl-dev:v0.5.8.post1-rocm720-mi35x-20260219,f3d0fc5bd7b148daad4e16a7ae79cbf762e9e278,1024,1024,8,8,1,false,24,247.78314675497867,125.16587395666858,30.972893344372334,15.645734244583572,15.327159099788762,1066.6616615247524,58.74292259057769
