model_group,config_id,variant,label,status,model,precision,framework,image,commit,isl,osl,conc,tp,ep,dp_attention,num_prompts,total_token_throughput,output_throughput,tput_per_gpu,output_tput_per_gpu,input_tput_per_gpu,mean_ttft_ms,mean_tpot_ms
kimi_fp4,1k1k_c4,new,kimi_fp4_1k1k_c4_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,1024,1024,4,8,1,false,12,691.6141880548538,347.36414602673176,86.45177350685672,43.42051825334147,43.031255253515255,162.07857649230087,11.020129376647182
kimi_fp4,1k1k_c4,old,kimi_fp4_1k1k_c4_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,1024,1024,4,8,1,false,12,38.899027865321465,19.537088493962113,4.862378483165183,2.442136061745264,2.420242421419919,744.4115758359354,198.48330548487635
kimi_fp4,1k1k_c8,new,kimi_fp4_1k1k_c8_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,1024,1024,8,8,1,false,24,1096.6593741976471,553.9695931780062,137.0824217747059,69.24619914725078,67.83622262745511,211.77366954361787,13.420613676880333
kimi_fp4,1k1k_c8,old,kimi_fp4_1k1k_c8_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,1024,1024,8,8,1,false,24,104.10266703228528,52.58671330540863,13.01283337903566,6.573339163176079,6.439494215859582,673.1146949629571,141.0293430364806
kimi_fp4,8k1k_c128,new,kimi_fp4_8k1k_c128_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,8192,1024,128,8,1,false,384,17919.692696700575,2005.5413631162194,2239.961587087572,250.69267038952742,1989.2689166980444,5141.774778755159,56.85739837228585
kimi_fp4,8k1k_c128,old,kimi_fp4_8k1k_c128_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,8192,1024,128,8,1,false,384,4510.5947460389225,504.81805065225075,563.8243432548653,63.10225633153134,500.72208692333396,11928.657640514757,229.34864300097192
kimi_fp4,8k1k_c16,new,kimi_fp4_8k1k_c16_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,8192,1024,16,8,1,false,48,7792.030002795674,872.891400595781,974.0037503494592,109.11142507447262,864.8923252749865,908.0343700795007,16.429801694133086
kimi_fp4,8k1k_c16,old,kimi_fp4_8k1k_c16_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,8192,1024,16,8,1,false,48,799.4020200552421,89.5519073559469,99.92525250690527,11.193988419493362,88.7312640874119,2070.487313939035,164.62705839222582
kimi_fp4,8k1k_c256,new,kimi_fp4_8k1k_c256_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,8192,1024,256,8,1,false,768,20034.970735718776,2218.192759142358,2504.371341964847,277.2740948927948,2227.097247072052,11064.644889136465,100.77797245955473
kimi_fp4,8k1k_c256,old,kimi_fp4_8k1k_c256_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,8192,1024,256,8,1,false,768,6505.658641601916,720.2808071252,813.2073302002395,90.03510089065,723.1722293095895,24323.539201399853,309.64378268086415
kimi_fp4,8k1k_c32,new,kimi_fp4_8k1k_c32_new,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.22.0,a187fa20e7785c88e136c834c411fc39022c75ba,8192,1024,32,8,1,false,96,11185.099630784309,1243.3735210412945,1398.1374538480386,155.4216901301618,1242.7157637178768,1682.0520158416912,22.776598763166955
kimi_fp4,8k1k_c32,old,kimi_fp4_8k1k_c32_old,success,amd/Kimi-K2.5-MXFP4,fp4,vllm,vllm/vllm-openai-rocm:v0.16.0,bc818474fdba28c4802e823fdc474be56fb79452,8192,1024,32,8,1,false,96,1350.3504173629565,150.10952146149356,168.79380217036956,18.763690182686695,150.03011198768286,3643.5921200857897,195.5397810098086
