./.gitignore	50
./HANDOFF.md	7865
./README.md	6207
./backup_inventory/README.md	965
./backup_inventory/docker_image_inspect/lmsysorg_sglang-rocm_v0.5.10rc0-rocm720-mi35x-20260413.json	6162
./backup_inventory/docker_image_inspect/lmsysorg_sglang-rocm_v0.5.12.post1-rocm720-mi35x-20260528.json	6356
./backup_inventory/docker_image_inspect/lmsysorg_sglang-rocm_v0.5.13-rocm720-mi35x-20260612.json	6350
./backup_inventory/docker_image_inspect/rocm_latest.json	2897
./backup_inventory/docker_image_inspect/rocm_sgl-dev_rocm720-mi35x-583b1b6-20260501-DSv4.json	6398
./backup_inventory/docker_image_inspect/rocm_sgl-dev_v0.5.8.post1-rocm720-mi35x-20260218.json	6199
./backup_inventory/docker_image_inspect/rocm_sgl-dev_v0.5.8.post1-rocm720-mi35x-20260219.json	6199
./backup_inventory/docker_image_inspect/vllm_vllm-openai-rocm_v0.15.1.json	5348
./backup_inventory/docker_image_inspect/vllm_vllm-openai-rocm_v0.16.0.json	5220
./backup_inventory/docker_image_inspect/vllm_vllm-openai-rocm_v0.18.0.json	5219
./backup_inventory/docker_image_inspect/vllm_vllm-openai-rocm_v0.21.0.json	5661
./backup_inventory/docker_image_inspect/vllm_vllm-openai-rocm_v0.22.0.json	5661
./backup_inventory/docker_images.tsv	2508
./backup_inventory/model_cache/blob_inventory.tsv	44641
./backup_inventory/model_cache/cache_summary.tsv	642
./backup_inventory/model_cache/snapshot_inventory.tsv	69536
./backup_inventory/repo_dir_sizes.txt	244
./backup_inventory/root_scripts/repro_qwen35_fp8_1k1k_tp8.sh	10645
./dsv4_sglang_8k1k_conc8_prompts3x/.gitignore	56
./dsv4_sglang_8k1k_conc8_prompts3x/MANIFEST.sha256	18736
./dsv4_sglang_8k1k_conc8_prompts3x/README.md	8506
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/after_dsv4_sglang_new.txt	474
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/after_restore_dsv4_sglang_old.txt	482
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/before_dsv4_sglang_new.txt	475
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/before_dsv4_sglang_old.txt	475
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_new_image_manifest.json	6944
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_new_image_manifest.stderr	0
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_new_image_manifest.txt	10
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_old_image_manifest.json	6945
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_old_image_manifest.stderr	0
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/dsv4_sglang_old_image_manifest.txt	10
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/final.txt	458
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/hf_config_backups/dsv4_sglang_old/manifest.tsv	513
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/hf_config_backups/dsv4_sglang_old/models--deepseek-ai--DeepSeek-V4-Pro__snapshots__5607980f3a4b8ea0371b9f11e1848ac41f14979e__config.json	1828
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/initial.txt	460
./dsv4_sglang_8k1k_conc8_prompts3x/cache_status/model_cache.txt	336
./dsv4_sglang_8k1k_conc8_prompts3x/combined_results.csv	1033
./dsv4_sglang_8k1k_conc8_prompts3x/comparison.csv	367
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/kimi_middle_state_candidates.csv	7663
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/kimi_middle_state_candidates.md	3450
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/mi355_nondisagg_gt200pct_best_per_model_no_atom.csv	1435
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/mi355_nondisagg_gt200pct_best_per_model_no_atom.md	655
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/mi355_nondisagg_no_atom_best_all_models.csv	2990
./dsv4_sglang_8k1k_conc8_prompts3x/docs/candidates/mi355_nondisagg_no_atom_best_all_models.md	1079
./dsv4_sglang_8k1k_conc8_prompts3x/docs/dsv4_sglang_8k1k_conc8_repro_plan.md	7928
./dsv4_sglang_8k1k_conc8_prompts3x/repro_commands.sh	711
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/agg_dsv4_8192x1024_fp4_sglang_mi355x_tp8-ep1-dpafalse_disagg-false_spec-none_conc8_prompts3x_new.json	1662
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/docker.log	116794
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/dsv4_8192x1024_fp4_sglang_mi355x_tp8-ep1-dpafalse_disagg-false_spec-none_conc8_prompts3x_new.json	1742
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/dsv4_fp4_mi355x_sglang.sh.patched	3460
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/env.repro	730
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/gpu_metrics.csv	2551808
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/local_patch.diff	656
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/process_result.stderr	0
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/process_result.stdout	1835
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/runtime_patch.sh	38
./dsv4_sglang_8k1k_conc8_prompts3x/runs/dsv4_sglang_new/server.log	152196
